Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
4e7ca40f-4594-fcb6-9b2b-e9c74b201f54,1975-07-19,,999-41-3421,S99930731,X63072285X,Mrs.,Shaunta614,Romaguera67,,Blick895,M,white,nonhispanic,F,Lowell  Massachusetts  US,467 Wilderman Junction,Norton,Massachusetts,Bristol County,,41.96284032261203,-71.18189005568858,1059551.47,6765.8499999999985
097db292-8062-ec8c-d49f-0a335e969318,1996-07-06,,999-94-2571,S99961486,X61431835X,Ms.,Alex454,Conn188,,,,white,nonhispanic,F,Mashpee  Massachusetts  US,520 Leffler Mission Suite 7,Stoughton,Massachusetts,Norfolk County,,42.14462589396427,-71.07040502761257,488669.0,3332.2
04f68e39-de95-5c60-b811-0f8837e65f11,1949-09-01,,999-48-8310,S99935099,X26586594X,Mrs.,Trena506,Mueller846,,Littel644,M,white,nonhispanic,F,Malden  Massachusetts  US,178 Hermann Rue,North Falmouth,Massachusetts,Barnstable County,02556,41.64732527119939,-70.67293184122548,1282485.27,11454.339999999998
5a4edcee-d9c8-f16b-9e1c-da68a5c3cfc6,1966-04-07,,999-76-4139,S99961392,X33299649X,Mr.,Eldridge510,Kozey370,,,M,white,nonhispanic,M,Watertown  Massachusetts  US,588 Mayert Ranch Suite 85,Acton,Massachusetts,Middlesex County,,42.48179776073728,-71.46954465112361,1478565.33,4755.48
c42952ad-328b-472c-8a88-8a7543575b6e,1991-07-11,2007-03-19,999-91-5995,,,,Elfriede680,Quitzon246,,,,white,nonhispanic,F,Revere  Massachusetts  US,232 Reynolds Throughway,Newton,Massachusetts,Middlesex County,02459,42.38484896403277,-71.24526821140574,380824.23,1909.7299999999998
08186cb6-ebf4-3f1b-f126-f42b4391ae3d,1933-08-14,2020-01-13,999-90-6288,S99970584,X28445708X,Mr.,Jerald662,McDermott739,,,M,asian,nonhispanic,M,Dracut  Massachusetts  US,322 Auer Estate Apt 70,Dunstable,Massachusetts,Middlesex County,,42.697929262081985,-71.49785657165256,1484875.49,19213.12
c0164c2f-070f-2830-af50-a5b4fa5b27ae,1991-07-23,,999-84-3237,S99926235,X9273773X,Ms.,Hannelore734,Reinger292,,,S,white,nonhispanic,F,Fall River  Massachusetts  US,369 Wiegand Annex,Fall River,Massachusetts,Bristol County,02747,41.617754435399625,-71.04196319411416,562820.2,5001.099999999999
d1a61577-1ec6-edff-413b-516be821f34a,1972-05-09,,999-46-1763,S99928466,X27306449X,Mr.,Lionel365,Lebsack687,,,S,white,nonhispanic,M,Boston  Massachusetts  US,747 Gaylord Course Suite 94,Brockton,Massachusetts,Plymouth County,02302,42.12195282851015,-70.97860712091277,6944.42,0.0
db778bbe-2f09-a4c3-0525-441eb3bd749f,1991-07-11,,999-23-7812,S99915772,X33479258X,Mrs.,Dalila583,Borer986,,Howe413,M,white,nonhispanic,F,Boston  Massachusetts  US,846 Wolff Park Unit 17,Newton,Massachusetts,Middlesex County,02461,42.33712572840596,-71.23942733014363,786574.95,3643.08
d12948ab-e42d-928b-67dc-61267b22b140,1945-07-17,,999-98-3097,S99962340,X5490682X,Mr.,Daron260,Haley279,,,M,white,nonhispanic,M,Milton  Massachusetts  US,277 Rippin Crossing,Brockton,Massachusetts,Plymouth County,02301,42.08784913644086,-71.0348397349965,1444492.69,5317.45
4e484d2d-3126-3e49-f4c0-d17b335ce43e,1949-06-19,,999-49-1689,S99946656,X72872839X,Mr.,Sancho742,Portillo767,,,M,black,nonhispanic,M,Gaudalajara  Jalisco  MX,819 Pagac Mission,Norton,Massachusetts,Bristol County,,41.952954325990106,-71.15518816602362,1770988.5999999999,24766.21
e46ff45b-e338-86d5-6306-cfbbeca18476,1976-06-01,,999-10-3479,S99975416,X17237231X,Mr.,Virgilio529,Bins636,,,S,white,nonhispanic,M,Norton  Massachusetts  US,734 Doyle Wynd Apt 76,Worcester,Massachusetts,Worcester County,01609,42.27797127170399,-71.83519237203352,1023744.93,3321.1199999999994
8fefeed7-d0a0-165c-f71d-59d9f239bcae,2009-03-18,,999-20-5967,,,,Elmira442,Spencer878,,,,asian,nonhispanic,F,Rowley  Massachusetts  US,866 Eichmann Meadow,Beverly,Massachusetts,Essex County,,42.552062791901506,-70.86869722767385,300919.25,2670.6499999999996
221d87f6-e909-bd7a-54bf-00c2fe61470a,1951-05-25,,999-93-3764,S99953425,X16957200X,Mrs.,Kamala553,Lynch190,,Upton904,M,white,nonhispanic,F,Dedham  Massachusetts  US,348 Mraz Mall Suite 48,Littleton,Massachusetts,Middlesex County,,42.50020368353228,-71.50965117715211,1491955.42,10398.829999999998
177dcab9-f83d-8d6d-ebe5-95f8f8880c05,1941-02-07,2005-10-14,999-86-6864,S99978150,X22645382X,Mr.,Winford225,Donnelly343,,,M,native,nonhispanic,M,Boston  Massachusetts  US,135 Kozey Avenue,Dighton,Massachusetts,Bristol County,,41.86221077224161,-71.20094976298614,12351.5,0.0
722bcc81-1b80-3b30-58ab-0ae3138eab4b,1987-02-09,,999-75-8774,S99985498,X71503445X,Mr.,Tracy345,Medhurst46,,,M,white,nonhispanic,M,East Longmeadow  Massachusetts  US,351 Keeling Walk,Norwood,Massachusetts,Norfolk County,02090,42.20011597126346,-71.24593469921071,698924.0,2415.56
a707cb9e-982a-8103-16cc-f41856c9c5c1,2016-06-03,,999-51-5434,NULL,,,Benito209,Limón43,,,,white,hispanic,M,Port-au-Prince  Haiti  HT,531 Toy Rest Apt 78,Chicopee,Massachusetts,Hampden County,01020,42.20160943485176,-72.52461256125892,124768.4,1679.08
fb12f395-85da-83a7-a945-eb672a8f9ff3,2011-10-04,,999-52-5013,,,,Alberto639,Frías523,,,,black,hispanic,M,Puebla  Puebla  MX,373 Osinski Orchard,Boston,Massachusetts,Suffolk County,02163,42.2644299032919,-71.16540054460215,235662.52,2533.16
74510bd6-521d-3cbe-63d0-06ca04760867,1933-08-14,2014-01-10,999-26-7775,S99949670,X68653161X,Mr.,Jerrod232,Stroman228,,,M,asian,nonhispanic,M,Boston  Massachusetts  US,797 Connelly Landing,Dunstable,Massachusetts,Middlesex County,,42.63699576077754,-71.53403690100748,1463095.2,9506.57
43996a13-ccbd-c0d1-f5dc-e16ff2fd12f3,2014-05-04,,999-10-6561,,,,Jeanetta804,Runolfsson901,,,,asian,nonhispanic,F,Chongqing  Chongqing Municipality  CN,730 Schmidt Mill Suite 93,Amesbury,Massachusetts,Essex County,,42.899884163563094,-70.96727300949978,138383.9,2134.04
98c0509e-6515-43dc-e649-947a5f400ecc,1965-06-01,2020-03-27,999-16-7211,S99993235,X10991170X,Mr.,Wayne846,Carroll471,,,M,white,nonhispanic,M,South Dennis  Massachusetts  US,439 Grimes Neck,Attleboro,Massachusetts,Bristol County,02861,41.9726461896982,-71.32595027894894,1129796.7,3227.16
f98000a8-3edc-3ecd-829e-e5136e9015a4,1982-06-03,2011-04-28,999-72-3081,S99926953,X44949608X,Mrs.,Lula998,Kozey370,,Kozey370,M,white,nonhispanic,F,Turin  Piedmont  IT,117 Klocko Route,Boston,Massachusetts,Suffolk County,,42.36910647847274,-71.13790229262965,602707.72,2612.2
eb1e217f-596d-e2f5-8c11-805da320edf0,1944-12-31,,999-61-3421,S99994000,X35345314X,Mr.,Mary779,White193,,,M,white,nonhispanic,M,Beverly  Massachusetts  US,906 Stracke Crossroad Suite 18,Boston,Massachusetts,Suffolk County,02111,42.356443324958384,-71.07486425138168,1451618.24,130896.94999999995
caa81986-59bb-8947-ff45-6f2c89aed28f,1966-10-14,,999-65-8669,S99918280,X81014172X,Mrs.,Beverlee316,Bernier607,,Mayer370,M,asian,nonhispanic,F,Haiphong  Kiến An  VN,341 Purdy Station Apt 85,Quincy,Massachusetts,Norfolk County,02169,42.26181210504816,-71.10720003986334,1142437.95,15277.67
87b8fb11-397f-86b7-2b07-9082f5ba93cf,1941-02-07,2017-12-08,999-81-4495,S99930398,X89698266X,Mr.,Justin359,Funk324,,,M,native,nonhispanic,M,Brockton  Massachusetts  US,560 Nitzsche Well Apt 67,Dighton,Massachusetts,Bristol County,,41.793598156317316,-71.17433359393992,60862.24,9846.0
dd5bdd9d-a2bb-f24a-d5a4-a46bceeb8a34,1974-07-04,2018-12-27,999-61-2899,S99923457,X8927536X,Mrs.,Rafaela464,Harber290,,Rosenbaum794,M,white,nonhispanic,F,Canton  Massachusetts  US,1033 Conn Esplanade,Springfield,Massachusetts,Hampden County,01119,42.132773084955275,-72.53334935691316,935547.1799999999,6814.279999999999
721bcfe6-38df-4066-e817-be7e78a04b00,1933-08-14,,999-11-2440,S99968672,X41606175X,Mr.,Danilo179,Abbott774,,,M,asian,nonhispanic,M,Boston  Massachusetts  US,674 Kertzmann Rue Unit 55,Dunstable,Massachusetts,Middlesex County,,42.627001976062594,-71.4635030427766,1484599.35,8298.33
72e9d645-7571-afc4-3206-3b5b5d308827,1973-04-27,,999-88-1702,S99993408,X33060284X,Mrs.,Violet769,Donnelly343,,Fritsch593,M,white,nonhispanic,F,Boston  Massachusetts  US,825 Ankunding Mill Unit 64,North Andover,Massachusetts,Essex County,,42.680291654232384,-71.11653983867906,1059619.4000000001,7526.149999999999
f10accce-7e71-33d5-7335-d51c1df5f79e,1986-11-18,,999-31-4791,S99959896,X60193141X,Mr.,Phillip440,Nitzsche158,,,M,white,nonhispanic,M,Natick  Massachusetts  US,801 Bogisich Drive,Boston,Massachusetts,Suffolk County,02199,42.380133677083755,-71.09125069195908,907889.05,2648.12
6f5981d1-902c-df61-b98d-efde1a4d4c32,1982-06-03,,999-11-3668,S99996364,X63024551X,Mrs.,Inga743,Greenholt190,,Beer512,M,white,nonhispanic,F,Naples  Campania  IT,857 Dach Rest Suite 29,Boston,Massachusetts,Suffolk County,02109,42.33365911841336,-71.05482228837725,809353.61,8457.81
57bd466e-8cf2-c5a9-ad6f-ecf5bb10da91,1965-06-01,,999-84-2060,S99968847,X87157218X,Mr.,Francis500,Hodkiewicz467,,,S,white,nonhispanic,M,Shrewsbury  Massachusetts  US,119 Swift Lane Unit 36,Attleboro,Massachusetts,Bristol County,02703,41.948801440404104,-71.29639563847584,1477415.6,4016.3599999999997
25518f98-483c-e8b8-0ce0-50967f6d6a4c,1992-01-05,,999-10-6469,S99928126,X80221603X,Mr.,Palmer257,Miller503,,,M,white,nonhispanic,M,Pittsfield  Massachusetts  US,231 Gleason Highlands Apt 51,Norwell,Massachusetts,Plymouth County,,42.169662782673015,-70.77368875162223,5715.96,0.0
1f2165d4-195a-0d48-57b1-f250de75bbb0,1992-07-10,,999-60-8234,S99956266,X38458191X,Mr.,Malik994,Cruickshank494,,,S,white,nonhispanic,M,Danvers  Massachusetts  US,762 Fay Plaza,Blackstone,Massachusetts,Worcester County,,42.03647764019864,-71.58178753305887,760899.52,3568.9199999999996
a24243ed-aeaf-fcb9-e3cd-05595af954e7,1959-10-15,,999-93-2643,S99933202,X5691428X,Mr.,Kirk871,Wisoky380,,,S,black,nonhispanic,M,Boston  Massachusetts  US,717 Windler Skyway,Revere,Massachusetts,Suffolk County,,42.41488700603035,-71.02264415741814,190325.78,8238.9
080da243-7bf1-3b6b-4906-b3cfeec03d78,1974-07-04,,999-79-7307,S99942779,X18859766X,Mrs.,Vonnie403,Dach178,,Jerde200,M,white,nonhispanic,F,Fitchburg  Massachusetts  US,274 Kub Crossing,Springfield,Massachusetts,Hampden County,01106,42.079446743614966,-72.4778337750569,953631.42,6641.23
68c45e99-8606-93b7-547c-b7e3fed52d05,1976-03-21,,999-81-8258,S99987247,X50206143X,Mrs.,Cassandra224,Jones311,,Beatty507,M,white,nonhispanic,F,Mashpee  Massachusetts  US,364 Homenick Corner,Saugus,Massachusetts,Essex County,01906,42.48997191981267,-70.99010081294882,1018818.64,5033.589999999999
963fc9a7-33c4-2607-9004-a599c7cf607e,1956-07-06,,999-67-9484,S99916215,X34251900X,Ms.,Dayna943,Goldner995,,,S,white,nonhispanic,F,Paris  Ile-de-France  FR,444 Stamm Dam,Pittsfield,Massachusetts,Berkshire County,01201,42.494019024164,-73.2977984126391,208958.08000000002,24186.149999999998
0ed2a5bb-1924-1e5c-e7f8-3436e8028e13,1963-05-20,,999-64-8122,S99984721,X29466875X,Mr.,Edwin773,Mraz590,,,M,black,nonhispanic,M,Sandwich  Massachusetts  US,443 Zboncak Row Suite 83,Ocean Bluff-Brant Rock,Massachusetts,Plymouth County,,42.112812234591495,-70.67733234899072,1254079.81,10880.99
1b254d1f-afd6-f6b3-4c8e-3734e6678ede,1954-12-30,,999-75-2936,S99989786,X405491X,Mr.,Eugenio846,Erdman779,,,S,white,nonhispanic,M,Danvers  Massachusetts  US,297 Toy Trafficway,Lancaster,Massachusetts,Worcester County,,42.52462505331409,-71.68281718972557,1728054.63,5105.429999999999
bed3b777-e005-e053-e39c-32723dc7ca16,1976-11-02,,999-15-5895,S99940371,X36065123X,Mrs.,Phoebe31,Romaguera67,,Kertzmann286,M,asian,nonhispanic,F,Incheon  Incheon  KR,911 Corwin Vista,Somerville,Massachusetts,Middlesex County,02145,42.366602172233144,-71.13502059548733,1004965.25,7768.959999999999
b907f4f8-13a1-9e34-8ef9-d53006617642,1960-02-23,2016-04-16,999-25-6475,S99921984,X11650720X,Mr.,Rubén780,Velásquez56,,,M,white,hispanic,M,Salisbury  Saint Joseph Parish  DM,1028 Schowalter Corner Suite 10,Framingham,Massachusetts,Middlesex County,01701,42.300959413934024,-71.48597094037514,1362104.12,10019.619999999992
6bd704de-3c8d-7fbe-46b4-bf5971f2de6a,2002-06-19,,999-82-5693,S99975622,,Ms.,Siu135,Jacobs452,,,,white,nonhispanic,F,Brookline  Massachusetts  US,885 Brakus Rue Unit 35,Northampton,Massachusetts,Hampshire County,01063,42.28412172301195,-72.63333492010501,431965.35,3715.5199999999995
c8813403-904f-4dcd-bb86-f30284c1ded0,2001-03-30,,999-16-8991,S99959681,,Ms.,Isabelle619,Leannon79,,,,white,nonhispanic,F,Burlington  Massachusetts  US,956 Kemmer Approach,Lynn,Massachusetts,Essex County,,42.4397588649501,-71.01968444885523,478465.42,3281.3399999999997
5d00ee46-827d-d977-bad5-9b6205cf9e26,1941-02-07,2020-03-15,999-54-6891,S99968180,X15095449X,Mr.,Heriberto162,Nitzsche158,,,M,native,nonhispanic,M,Falmouth  Massachusetts  US,665 Funk Corner Suite 63,Dighton,Massachusetts,Bristol County,,41.790070822627655,-71.18851561402143,63752.64,6372.860000000001
82117204-9ca2-7311-1b03-2683cf13a7bc,1953-01-26,,999-36-6558,S99914477,X311489X,Mrs.,Jeanetta804,Romaguera67,,Herman763,M,white,nonhispanic,F,Shrewsbury  Massachusetts  US,628 Jenkins Skyway,Natick,Massachusetts,Middlesex County,,42.333106710035196,-71.32523656733532,1369050.24,8805.46
94631d95-50f9-f361-0e03-a4db1dd6a579,1955-06-14,,999-57-4090,S99955273,X471893X,Mrs.,Reina25,Fajardo595,,Sarabia507,M,white,hispanic,F,Bogota  Bogota  CO,1056 Nitzsche Way Suite 76,Billerica,Massachusetts,Middlesex County,,42.58548530859002,-71.27438380980101,1577011.15,6572.639999999999
f38c3b17-39f5-6812-822a-e91301669e5a,1991-07-27,,999-31-7469,S99953965,X80207620X,Mrs.,Lovella383,Stanton715,,Prosacco716,M,white,nonhispanic,F,Newton  Massachusetts  US,722 McCullough Station Unit 44,Boston,Massachusetts,Suffolk County,02125,42.295050306521965,-71.12161296546489,697859.38,5399.409999999999
f4a7e51e-28be-2090-42b1-4d463fe9cd65,1964-04-30,,999-75-2761,S99991072,X71784279X,Mrs.,Luis923,Beier427,,Kessler503,M,white,nonhispanic,F,Somerville  Massachusetts  US,320 Lakin Quay,Boston,Massachusetts,Suffolk County,02115,42.330771898805025,-71.01514820449303,176593.54,8774.74
08a952ce-bb00-63c0-2328-36398518f8a7,1963-03-07,2012-07-01,999-51-7794,S99955514,X23539269X,Mr.,Olin642,Boehm581,,,S,white,nonhispanic,M,Northampton  Massachusetts  US,230 Hyatt Dale,Mattapoisett Center,Massachusetts,Plymouth County,,41.62676014241925,-70.84787131964987,1327030.3,3049.5399999999995
de60032f-7147-d620-1021-65e20ec0aac6,1975-12-15,,999-42-5482,S99991059,X24363964X,Ms.,Delphia725,Rogahn59,,,S,white,nonhispanic,F,Sutton  Massachusetts  US,862 Reynolds Underpass,Springfield,Massachusetts,Hampden County,01013,42.12869660691276,-72.52838909848042,144708.3,10001.789999999999
0dd39d09-95f6-fa85-64f2-ea21ba2f3191,1960-02-23,,999-38-1939,S99939490,X18578837X,Mr.,Bernardo699,Badillo851,,,M,white,hispanic,M,Santiago  Santiago Province  CL,501 Turcotte Pathway,Framingham,Massachusetts,Middlesex County,01701,42.33158749481207,-71.40635466457358,1467344.07,5817.629999999999
eb000156-a9ed-2c3a-7b3e-b3706337867f,1995-03-15,,999-38-5518,S99924101,X52111758X,Mr.,Claude750,Brekke496,,,,white,nonhispanic,M,Dunstable  Massachusetts  US,216 Hauck Road,Boston,Massachusetts,Suffolk County,02120,42.38463394370503,-71.09210433280225,531714.48,2502.2799999999997
c81eaf4f-f019-e1a2-b090-ac2b46ad392b,1973-01-26,,999-45-6859,S99965941,X88043716X,Mr.,Damion480,Walter473,,,M,white,nonhispanic,M,Fall River  Massachusetts  US,963 Corwin Knoll,Lynn,Massachusetts,Essex County,01904,42.484432410937,-70.97311481398721,147724.3,4287.66
df5b473c-5bf5-2815-a9a3-fe7a98be0533,1972-06-17,,999-66-4869,S99945465,X33024844X,Mr.,Rico947,Tromp100,,,M,white,nonhispanic,M,Uxbridge  Massachusetts  US,1097 Cormier Trafficway,Springfield,Massachusetts,Hampden County,01020,42.11624208819767,-72.59172485717541,997111.92,2624.72
cd8d327e-5aa7-02f6-7c6e-0525de1a5474,2018-10-22,,999-58-2982,,,,Alec433,Beer512,,,,white,nonhispanic,M,Westborough  Massachusetts  US,602 Walker Fort Suite 98,New Bedford,Massachusetts,Bristol County,,41.50642407734773,-70.96923898674163,61932.01,1162.44
