Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
3856bb1a-2c68-34f5-b0f5-7c709c74c986,ecc51621-0af3-3b35-ac3e-8b1e34022e92,Cecille691 Halvorson124,F,GENERAL PRACTICE,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,1689
d0ad5a44-3a45-3ca1-b616-a1a8296ba303,5d4b9df1-93ae-3bc9-b680-03249990e558,Vicente970 Kilback373,M,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,01040,42.211656,-72.642448,1357
f6a4f108-b4ab-33da-bbd3-432177bd9eda,37b4d73f-652d-3033-a16e-d97b9e8b4cda,Jerold208 Spencer878,M,GENERAL PRACTICE,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,1330
33e760b1-ffff-3ac6-9653-65656b49da24,5844ad77-f653-3c2b-b7dd-e97576ab3b03,Joselyn874 Bayer639,F,GENERAL PRACTICE,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,1052
bfa3ec19-9a79-35aa-93e1-896997194714,08bcda9c-f8c8-3244-82d4-fc306a7a55d3,Octavio643 Colunga237,M,GENERAL PRACTICE,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,494
43513614-8dfe-3bdb-a06e-dc7db9db0cbd,37c0de84-bcaf-3624-82bf-a89b2ac441b8,Dinah304 Schaefer657,F,GENERAL PRACTICE,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,2432
5886ae87-5aee-31d0-aec6-5af81a439ff5,4861d01f-019c-3dac-a153-8334e50919f9,Jame231 Jacobi462,M,GENERAL PRACTICE,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,1945
1acc604d-05df-3480-8772-00f836dc76cb,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Edmundo94 Leffler128,M,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,1056
008070f5-de31-33e6-ada5-63bc75273348,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Ashlyn643 Walker122,F,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,925
5ef9e505-8117-30fe-ad2d-b07b5406c7b4,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Melvina326 Glover433,F,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,567
663b4f51-68da-38a3-bd3d-77aa6bd00185,c44f361c-2efb-3050-8f97-0354a12e2920,Louetta798 Thompson596,F,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,1466
818e6f3d-bf51-3418-bc29-812c80cb00c4,331f4c11-d298-308b-aaa1-d7825b29b57f,Stanley702 Langosh790,M,GENERAL PRACTICE,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,714
331b1439-2227-3e69-927f-53c67ea29f1d,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,Ingrid581 Jacobson885,F,GENERAL PRACTICE,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,2097
ff351e41-19cf-3838-bbe5-2d8a68d3bdeb,6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,Robbie31 Friesen796,F,GENERAL PRACTICE,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,743
a1e62f76-0b71-3256-82ec-2144bc079b62,b0e04623-b02c-3f8b-92ea-943fc4db60da,Willena258 Oberbrunner298,F,GENERAL PRACTICE,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,3088
fb9fd82c-aed5-36f5-9f26-a72032a0262e,ebc3f5c4-6700-34af-8323-85621c313726,Benedict104 Ziemann98,M,GENERAL PRACTICE,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,1111
2ecbfcd6-fb4d-3f58-96d3-74a34acbb17e,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,Douglass930 Windler79,M,GENERAL PRACTICE,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,532
fe7e36b1-ac93-3a1b-926a-91be573d88f7,d692e283-0833-3201-8e55-4f868a9c0736,Berry486 Borer986,M,GENERAL PRACTICE,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,5035
9d6b880a-e523-3c9a-94bf-a8977fc6781b,d78e84ec-30aa-3bba-a33a-f29a3a454662,Man114 Kuhic920,M,GENERAL PRACTICE,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,590
9d757c88-5150-30b2-90c4-1138bd951297,8ad64ecf-c817-3753-bee7-006a8e662e06,Antwan357 Harris789,M,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,1581
28e3806b-246e-3639-be27-d27342ce8f01,23834663-ed53-3da9-b330-d6e1ecb8428e,Teodora360 Kihn564,F,GENERAL PRACTICE,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,1578
6f0fcee9-4ecd-3ffa-be20-48527c0c9b76,44bef9d3-91c2-3005-93e0-ccf436348ff0,Nelda514 Blanda868,F,GENERAL PRACTICE,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,644
4312c947-4592-3aa7-8e2f-04c7b004f073,60457c13-adb2-3415-82c5-86ab5dab5f93,Lorena247 Gaytán530,F,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,794
304e2a88-a3d2-3a6f-a052-b5a8ec6de7c9,a9f20dc1-5147-3789-bcef-bbecb41c5983,Denisse335 Schulist381,F,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,1880
40c7ac1f-6adf-343d-8126-c006726cbe66,7fb56531-86bd-3e4a-8619-4df9942da309,Reynaldo722 Ebert178,M,GENERAL PRACTICE,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,1593
3e24b6f8-be2c-3882-bec5-59ed26886b63,03347b4d-994e-302b-848b-58019a4e274d,Alix578 Lynch190,F,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,1079
694efeb8-1d39-3748-9ca4-74428e2858eb,cb6a50e0-af76-3758-99ad-3200ede03fff,Trina350 Cummings51,F,GENERAL PRACTICE,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,323
3113f8c8-92fc-33e0-9d2c-d59b505f1a9d,9a7149fa-49fc-3c87-b935-d29c55808717,Rudolf736 Mayert710,M,GENERAL PRACTICE,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,314
62918622-85f5-321e-9179-5ae941d9615d,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Olive251 Pollich983,F,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,3468
0fdb8e0c-0dd2-3083-922f-f71020062929,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,Sal878 Tremblay80,M,GENERAL PRACTICE,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,754
9ba1ac77-6780-3d8c-a2e9-42e922e4cc65,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,Jocelyn538 Green467,F,GENERAL PRACTICE,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,1379
92d676b5-cda7-3bea-96df-3d9e30bbb9fb,db0acede-4abe-3c01-8d03-5c68a190d8c7,Amira620 Nienow652,F,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,1186
0d16470f-4d08-3c72-8e4a-9f5a0d8fbf34,3d10019f-c88e-3de5-9916-6107b9c0263d,Van763 Franecki195,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,4104
aa64c9a9-575b-345b-b2b7-66d011a1da82,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Andrea7 Hirthe744,M,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,1241
749d9c03-226f-31c1-8194-e3807cdb787b,12c9daf5-a29c-36c9-ac55-28972463e566,Leigh689 Rutherford999,M,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,1145
75439db3-dbbe-3b0e-bc2c-17d2e9ac2b01,27379046-608b-32f0-9df7-8c833cf5d11d,Elinore878 Mosciski958,F,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,286
825952a7-425d-3b24-9383-55c081a836ee,226098a2-6a40-3588-b5bb-db56c3a30a04,Hal307 Renner328,M,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,1714
1783d5e6-aea8-31d9-9c19-f57c8562258c,b7175ab4-bde5-3848-891b-579bccb77c7c,Arnette709 Conroy74,F,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,602
4cb9a03f-475b-3bb8-97a8-a18fad391b54,d733d4a9-080d-3593-b910-2366e652b7ea,Garry927 Witting912,M,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,274
4be95fd3-d1a3-328a-96e3-2469db0e5ba8,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Courtney281 Bradtke547,M,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,1199
f0935141-0ad6-3a19-898c-c44489e04224,d5117822-5756-389d-9547-891a372d580f,Owen89 Kunde533,M,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,2212
b67e4f9f-e920-3b4f-9e6a-4a44aecd8a4c,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Keven605 Mueller846,M,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,861
98e286e5-d0b0-3c50-b06b-41b07c6e08e0,6f122869-a856-3d65-8db9-099bf4f5bbb8,Demetrice140 Crooks415,F,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,1483
1d1b3d89-004b-3c5d-9694-cdaf8536bfd0,465de31f-3098-365c-af70-48a071e1f5aa,Houston994 Schiller186,M,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,1515
b13cff70-4357-3e99-9737-5fd049d29d3c,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,José María211 Rael318,M,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,707
7691cc32-d8c0-39d7-9996-fd33c2274471,80e919cc-df1a-3838-b75e-541564a286e5,Leesa210 Lehner980,F,GENERAL PRACTICE,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,3331
89dc6d86-f6bf-30d8-97ef-4740532ccaa4,8e00f524-3a5f-313e-9542-378dfc61193f,Ossie995 Corkery305,F,GENERAL PRACTICE,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,65
50f7fe77-706f-3a88-9d87-337f355ebb92,56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,Ginger664 Goodwin327,F,GENERAL PRACTICE,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,552
7683fb94-252d-321f-9f25-749bb888be35,161a799c-4894-36f6-8ca7-2a71c8107f79,Man114 Torp761,M,GENERAL PRACTICE,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,87
287a0163-b345-32da-8007-bb83ab7bcd8e,956ccb85-bea0-30f9-af48-52f5dd95ff72,Shirl54 Ankunding277,F,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,168
759e332b-c940-30e1-b57c-a06f93c53968,d7b11827-25f2-350b-bcd8-939fc59851b0,Adrian111 Murazik203,M,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,599
c937da6b-6bf3-3fbb-b899-dc5a5b8265d7,5103c940-0c08-392f-95cd-446e0cea042a,Loma263 Funk324,F,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,957
d121b59f-454d-3638-b2e7-998f69efb4bb,ff9863d3-3fa3-3861-900e-f00148f5d9c2,Linsey338 Hilll811,F,GENERAL PRACTICE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,619
dfd3383e-f576-3e89-b63e-6581bdf199df,72a10c1a-ee7c-3a01-97b1-33f63244c13e,Hortense60 Zieme486,F,GENERAL PRACTICE,200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,73
b0fa1e80-4c80-39cc-b32f-ae93fc27b8d7,1bd44727-a8e3-322d-9c14-a5c529d6ce6d,Elfrieda676 Wintheiser220,F,GENERAL PRACTICE,940 Belmont Street,Brockton,MA,02301,42.065655,-71.05398,140
12fb92e3-a318-3e17-a483-c0070ea5bd1a,be4c63f3-8d38-3fa9-a183-62045b5c85f6,Sondra191 Botsford977,F,GENERAL PRACTICE,150 South Huntington Avenue,Jamaica Plain,MA,02130,42.32809,-71.11076,607
7121bf57-c5f5-3757-b8b4-4c2f192e20c4,a7500efb-720b-3e44-990a-0c3edc5a3990,Lon587 Quitzon246,M,GENERAL PRACTICE,1400 VFW Parkway,West Roxbury,MA,02132,42.2793,-71.1657,407
4048048f-5d26-3f31-910a-bbbf32a588f1,ae67223f-808e-33d3-a83e-066deebf35ed,Melania287 Smitham825,F,GENERAL PRACTICE,421 North Main Street,Leeds,MA,01053,42.345066,-72.68291,147
782c2678-e6d6-38d1-aa29-0df696d6cbde,05462bf2-25d4-3ecd-afdf-bb3e1140929a,Hobert364 King743,M,GENERAL PRACTICE,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,583
f2e00356-1996-3e5d-8263-bcbf5078c12b,5573d6f9-681b-3f8f-9264-2da0fec29b1e,Gilbert263 Block661,M,GENERAL PRACTICE,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,699
2105b664-ae14-3903-becf-d474048f8557,5259a506-b80b-3ed5-9c30-83188eabf33e,Ilana185 Dicki44,F,GENERAL PRACTICE,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,86
fb48fbb8-9eeb-386a-99eb-62c0527308fb,53b25c4b-e95f-3dd1-8e69-d427cdd83631,María842 Malave728,F,GENERAL PRACTICE,61 Lincoln Street  Suite 112,Framingham,MA,01702,42.28348,-71.41845,81
55ca4567-4f31-3c11-a88d-e6143bd53286,e0c85f99-d520-3f26-8dcd-cfbf172afc5a,Leigh689 D'Amore443,M,GENERAL PRACTICE,108 Merrimack St.,Haverhill,MA,01830,42.77449,-71.07901,1212
2aebb5ff-d354-3a2d-8a23-6c8bce482b45,3490b118-b33a-38e3-b763-f6f8f0039d6b,Janice500 Volkman526,F,GENERAL PRACTICE,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,726
56612d17-d13a-37e4-85da-79cd92c1e485,8881e3ee-e915-31b3-867f-8e2fbe41e887,Samuel331 Girón243,M,GENERAL PRACTICE,225 Boston Road  Suite 107,Lynn,MA,01904,42.470093,-70.95994,48
13ae118a-cc9e-3280-a1b7-40f6b7202984,0b78995f-8b45-34d3-969d-afcc456bb1c7,Alleen813 Anderson154,F,GENERAL PRACTICE,175 Elm Street,New Bedford,MA,02740,41.635937,-70.92991,400
fa27d78f-a6f9-3774-bfdc-ea2951097711,de7eebed-6d89-3e62-b8d3-59d80c664399,Corey514 Nitzsche158,M,GENERAL PRACTICE,73 Eagle Street,Pittsfield,MA,01201,42.451427,-73.25195,289
830fee9d-abc7-3d07-87a7-e8780c234b4a,cb72194a-b1fd-3089-afb6-cb8bb61f4f9c,Cristobal567 Fritsch593,M,GENERAL PRACTICE,116 Long Pond Road,Plymouth,MA,02360,41.924313,-70.656654,255
ff628f25-d518-3a1e-bb78-43366f6f1552,18f774ab-db01-37ba-95c4-44c4eab47089,Delmy607 Hoeger474,F,GENERAL PRACTICE,110 West Squantum Street,Quincy,MA,02169,42.272617,-71.03133,1396
be8b8604-9741-38a9-bfa5-9db51fe4a314,37eb7694-de8f-3407-b95f-1a6a31fb0f6a,Jeffie441 Zieme486,F,GENERAL PRACTICE,25 Bond Street,Springfield,MA,01104,42.110065,-72.60007,217
6db1727a-f47e-34bf-a74c-d8c853c66e78,7b50426f-b50b-3d7c-ab22-04a0e1632ac8,Antonio44 Rice937,F,GENERAL PRACTICE,7 Drydock Ave  Suite 2070,Boston,MA,02210,42.34461,-71.03728,109
d0e59e34-4e65-3880-bb71-5999d279b61a,3fbe3da9-8e41-3118-a253-7e2d1b46480f,Olympia319 Hickle134,F,GENERAL PRACTICE,1041L Pearl St.,Brockton,MA,02301,42.055134,-71.06661,779
fa2aedc0-18c8-3eb3-a576-05eac1e97ff0,5b7aa5b4-aa6f-3acc-bd96-01ce774cb614,Dulce933 Braun514,F,GENERAL PRACTICE,10 George Street  Gateway Center,Lowell,MA,01852,42.642513,-71.3062,433
9a2a4b79-977a-3a29-9831-769cc3fc0050,7c530dcd-43f3-3f87-b41b-9f704205e0f8,Emilia403 Ojeda263,F,GENERAL PRACTICE,73 Huttleton Ave.  Unit 2,Fairhaven,MA,02719,41.6318,-70.8801,251
95cdba91-de39-3992-b034-641c379f6386,78dbf052-6958-3c67-af45-b5a450b70fe4,Annabell933 Stamm704,F,GENERAL PRACTICE,95 Ashley Avenue  Suite A,West Springfield,MA,01089,42.139397,-72.62382,5
4a29c6eb-1905-3f0d-93ec-1bb78ca42409,3a2242e0-de37-303b-bdfc-e160c7eae518,Artie871 Schultz619,F,GENERAL PRACTICE,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,179
3daa8447-584e-3960-9f2b-b8ded0996f39,b7dc82e4-3595-391b-a897-495dd7e5cf38,Sid118 Ward668,M,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
164cbcf2-3b54-3fdd-a2cb-30ecc968bff4,b7dc82e4-3595-391b-a897-495dd7e5cf38,Gonzalo160 Rodriguez71,M,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
ce55ebc9-0ef6-3633-970d-91195b1d0afb,b7dc82e4-3595-391b-a897-495dd7e5cf38,Cleora578 Ward668,F,GENERAL PRACTICE,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,65
28973330-ff18-38f4-8904-4ea42c17de8c,d20a58ab-d617-309a-8ffe-c0a490c207d1,Jannie509 Bahringer146,F,CLINICAL PSYCHOLOGIST,48 N PLEASANT ST,AMHERST,MA,01002-1758,42.363534,-72.50729100000001,0
c3e3c1ef-6b2f-303c-8a40-b0c1292761a3,d20a58ab-d617-309a-8ffe-c0a490c207d1,Ethan766 Spencer878,M,CLINICAL PSYCHOLOGIST,48 N PLEASANT ST,AMHERST,MA,01002-1758,42.363534,-72.50729100000001,0
b73117b4-e65d-32fb-89ca-f2f1cc75ef80,d20a58ab-d617-309a-8ffe-c0a490c207d1,Jannie509 Bahringer146,F,CLINICAL SOCIAL WORKER,48 N PLEASANT ST,AMHERST,MA,01002-1758,42.363534,-72.50729100000001,0
235bd8cd-91f3-3aea-a577-58dfef5f47d3,d20a58ab-d617-309a-8ffe-c0a490c207d1,Ethan766 Spencer878,M,CLINICAL SOCIAL WORKER,48 N PLEASANT ST,AMHERST,MA,01002-1758,42.363534,-72.50729100000001,0
4eeed1e9-5460-33e0-83bf-2315811feb06,d20a58ab-d617-309a-8ffe-c0a490c207d1,Kimiko714 Hoppe518,F,CLINICAL SOCIAL WORKER,48 N PLEASANT ST,AMHERST,MA,01002-1758,42.363534,-72.50729100000001,0
5be1e65a-04a7-3be7-92aa-777b9b971b7f,d20a58ab-d617-309a-8ffe-c0a490c207d1,Julietta740 Doyle959,F,CLINICAL SOCIAL WORKER,48 N PLEASANT ST,AMHERST,MA,01002-1758,42.363534,-72.50729100000001,0
af1c6479-3f0a-38cc-a980-e50cdbf13db1,d20a58ab-d617-309a-8ffe-c0a490c207d1,Jannie509 Bahringer146,F,GENERAL PRACTICE,48 N PLEASANT ST,AMHERST,MA,01002-1758,42.363534,-72.50729100000001,28
289583c3-5e68-32f2-94ea-b8bcc76b9e77,dd7305b8-adee-34b8-81b5-f14fe05784e4,Kim439 Huels583,M,NURSE PRACTITIONER,10 PHOENIX ROW,HAVERHILL,MA,01832-5734,42.782945,-71.087436,0
07403a3d-7fba-396d-a430-57f5334bf1c6,dd7305b8-adee-34b8-81b5-f14fe05784e4,Rolland302 Eichmann909,M,NURSE PRACTITIONER,10 PHOENIX ROW,HAVERHILL,MA,01832-5734,42.782945,-71.087436,0
5fa77136-e3f1-3dcf-8415-9b38eb96e2ca,dd7305b8-adee-34b8-81b5-f14fe05784e4,Kim439 Huels583,M,CLINICAL SOCIAL WORKER,10 PHOENIX ROW,HAVERHILL,MA,01832-5734,42.782945,-71.087436,0
68458ddd-e73b-34d2-9e86-1aa16f15f957,dd7305b8-adee-34b8-81b5-f14fe05784e4,Devora529 Eichmann909,F,CLINICAL SOCIAL WORKER,10 PHOENIX ROW,HAVERHILL,MA,01832-5734,42.782945,-71.087436,0
e4fcd12b-cc76-36d3-afaa-d32693e0940f,dd7305b8-adee-34b8-81b5-f14fe05784e4,Kerri159 Lind531,F,CLINICAL SOCIAL WORKER,10 PHOENIX ROW,HAVERHILL,MA,01832-5734,42.782945,-71.087436,0
749b8287-3f02-36e0-853c-c221d4005fe9,dd7305b8-adee-34b8-81b5-f14fe05784e4,Mario764 Becerra708,M,GENERAL PRACTICE,10 PHOENIX ROW,HAVERHILL,MA,01832-5734,42.782945,-71.087436,36
6d04ce48-bc2a-366d-8bec-1c2ec4e9fb55,de1376c4-8f27-37ed-85da-6986458442f2,Salvador46 Ocasio180,M,CLINICAL PSYCHOLOGIST,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
f91a7a1a-cbc9-3eca-9aaa-45895298477a,de1376c4-8f27-37ed-85da-6986458442f2,Ruthe70 Champlin946,F,CLINICAL SOCIAL WORKER,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
eb36d963-c25d-3aa6-a434-86acca478166,de1376c4-8f27-37ed-85da-6986458442f2,Billy698 Champlin946,M,GENERAL PRACTICE,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,76
30418794-9a06-3206-ad6a-42f360399660,de1376c4-8f27-37ed-85da-6986458442f2,Ruthe70 Champlin946,F,CLINICAL NURSE SPECIALIST,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
cb54734c-bcbc-31f5-8ba7-7e8eb7a96b02,de1376c4-8f27-37ed-85da-6986458442f2,Marlen929 Cummerata161,F,CLINICAL NURSE SPECIALIST,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
a5c30abf-d964-3b26-a476-437a4ba2314c,5e956b7f-ea9a-324d-a15d-b23794044d94,Ona426 Batz141,F,OPTOMETRY,200 JEFFERSON RD,WILMINGTON,MA,01887-1999,42.564646999999994,-71.164516,0
0c4aa848-5289-324f-8fd5-f33371fcce4f,5e956b7f-ea9a-324d-a15d-b23794044d94,Walter473 Stiedemann542,M,OPTOMETRY,200 JEFFERSON RD,WILMINGTON,MA,01887-1999,42.564646999999994,-71.164516,0
e3212df4-7f49-3b09-bfe9-aa6865b525db,5e956b7f-ea9a-324d-a15d-b23794044d94,Mose244 Batz141,M,GENERAL PRACTICE,200 JEFFERSON RD,WILMINGTON,MA,01887-1999,42.564646999999994,-71.164516,27
96d234af-ac4e-3120-a95f-98cb263985e7,4f963230-cf6c-30d4-9848-03c2997a2c16,Avery919 MacGyver246,M,PSYCHIATRY,200 CORDWAINER DR,NORWELL,MA,02061-1671,42.164569,-70.818844,0
b72586da-7d77-36fb-bde9-ef6d03a2b4ba,4f963230-cf6c-30d4-9848-03c2997a2c16,Kaylene27 Hoeger474,F,PSYCHIATRY,200 CORDWAINER DR,NORWELL,MA,02061-1671,42.164569,-70.818844,0
3ca0bdb8-3eb9-34d0-af96-5bccbb445325,4f963230-cf6c-30d4-9848-03c2997a2c16,Fernando603 Ruiz676,M,PSYCHIATRY,200 CORDWAINER DR,NORWELL,MA,02061-1671,42.164569,-70.818844,0
8a557268-47b0-3531-a03b-02350de7e163,4f963230-cf6c-30d4-9848-03c2997a2c16,Lola232 Rodriguez71,F,PSYCHIATRY,200 CORDWAINER DR,NORWELL,MA,02061-1671,42.164569,-70.818844,0
